cells,UMAP1,UMAP2
Cy80_II_CD45_A09_S873_comb,11.377777,6.6325808
cy79_p5_CD45_neg_PDL1_pos_B04_S688_comb,11.448202,4.011014
cy81_Bulk_CD45_neg_F05_S161_comb,7.72507,6.474808
cy79_p5_CD45_neg_PDL1_pos_E06_S726_comb,11.285962,3.4240632
cy81_FNA_CD45_neg_G03_S1035_comb,8.865435,6.5545645
cy82_CD45_neg_1_D05_S233_comb,14.743339,3.1255252
cy79_p5_CD45_neg_PDL1_neg_F11_S839_comb,11.153057,1.195025
cy79_p5_CD45_neg_PDL1_neg_F02_S830_comb,11.349098,2.8152375
cy81_FNA_CD45_neg_G09_S1041_comb,7.702894,6.3967237
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_B09_S117_comb,13.20236,2.2602139
CY89NEG_A02_S2_comb,14.239169,4.8948035
cy78_CD45_neg_3_F12_S744_comb,14.447962,7.3250146
cy79_p4_CD45_neg_PDL1_pos_G03_S459_comb,13.454501,3.3785684
Cy80_II_CD45_F11_S935_comb,11.932235,6.7916884
CY89NEG_E02_S50_comb,14.167126,5.1549716
cy79_p3_CD45_neg_PDL1_neg_A11_S203_comb,13.450849,3.072218
CY89CORE11_F07_S163_comb,14.108993,4.6186385
cy78_CD45_neg_3_A05_S677_comb,15.352031,7.2891226
CY89CORE11_A09_S105_comb,13.30825,4.827814
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_H09_S189_comb,12.155002,1.1963443
cy78_CD45_neg_1_D09_S525_comb,14.783657,7.6195207
cy79_p5_CD45_neg_PDL1_neg_A12_S780_comb,12.285793,2.6965866
cy78_CD45_neg_1_D12_S528_comb,15.030972,7.364589
cy79_p4_CD45_neg_PDL1_neg_A08_S1064_comb,12.804797,3.1557145
cy80_CD45_neg_D11_S911_comb,12.389518,6.008499
Cy81_Bulk_CD45_E03_S147_comb,8.729639,5.600681
CY89NEG_D12_S48_comb,13.76845,4.6160173
cy82_CD45_neg_2_H12_S288_comb,14.691985,3.1543503
CY89A_CD45_POS_10_A07_S199_comb,3.9210877,13.1296425
cy79_p4_CD45_neg_PDL1_neg_E01_S1105_comb,13.482761,2.4816713
cy82_CD45_neg_3_D09_S813_comb,10.780308,7.6524863
cy79_p4_CD45_neg_PDL1_neg_B03_S1071_comb,13.4759865,4.895385
CY88_5_C08_S704_comb,13.345629,6.3919125
cy78_CD45_neg_3_C01_S697_comb,14.38008,7.8729486
cy79_p5_CD45_neg_PDL1_neg_A11_S779_comb,13.275324,4.251632
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_B06_S306_comb,12.675674,3.4954894
CY89CORE11_C08_S128_comb,13.93003,4.765527
cy79_p4_CD45_neg_PDL1_neg_D04_S1096_comb,12.605464,3.542327
cy80_CD45_neg_E06_S918_comb,11.87358,6.4120965
Cy80_II_CD45_D04_S904_comb,12.097742,6.7265363
CY89CORE11_D11_S143_comb,14.579191,5.140167
cy79_p5_CD45_neg_PDL1_pos_H03_S759_comb,12.966145,3.2435646
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_C05_S317_comb,12.020155,3.1985388
cy79_p5_CD45_neg_PDL1_neg_A07_S775_comb,10.820355,7.5461845
cy79_p4_CD45_neg_PDL1_pos_C05_S413_comb,11.341385,2.426216
cy79_p4_CD45_neg_PDL1_pos_D08_S428_comb,12.99921,3.029459
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_D07_S331_comb,12.804181,3.908591
cy79_p5_CD45_neg_PDL1_pos_H11_S767_comb,11.549779,2.1265454
cy80_CD45_neg_B04_S880_comb,11.980598,6.574003
Cy71_CD45_B12_S504_comb,12.099806,9.096725
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_A10_S106_comb,12.806213,1.8095274
cy79_p4_CD45_neg_PDL1_neg_B10_S1078_comb,12.121927,2.9306102
cy78_CD45_neg_3_A12_S684_comb,14.632619,7.716252
CY88_5_F05_S737_comb,13.182506,7.1358867
CY88_5_C05_S701_comb,13.048122,6.642933
cy53_1_CD45_neg_B07_S307_comb,9.670224,6.686202
CY88_3_G11_S659_comb,12.706664,5.6020813
Cy81_Bulk_CD45_A11_S107_comb,8.299521,5.753276
cy79_p3_CD45_neg_PDL1_neg_B03_S207_comb,13.114336,2.8527267
CY89CORE11_H06_S186_comb,14.426081,5.0725727
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_G08_S80_comb,11.625971,1.4409626
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_E04_S52_comb,12.803369,1.5884331
CY89FNAQ2_F12_S456_comb,14.474088,5.553879
cy81_FNA_CD45_neg_F12_S1032_comb,8.090581,5.481698
cy79_p4_CD45_neg_PDL1_neg_F02_S1118_comb,13.498001,3.0034866
cy78_CD45_neg_2_A12_S588_comb,15.288124,7.0528073
Cy71_CD45_E02_S530_comb,12.604216,9.629938
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_E11_S347_comb,13.262624,2.4638464
Cy71_CD45_B03_S495_comb,12.327389,8.603028
Cy81_FNA_CD45_C08_S320_comb,8.646222,6.397511
CY88_3_D03_S615_comb,12.641904,5.380165
cy79_p5_CD45_neg_PDL1_pos_G03_S747_comb,11.699882,1.7789623
CY89NEG_F04_S64_comb,14.435559,4.845452
Cy81_Bulk_CD45_C05_S125_comb,9.987184,4.902232
cy79_p4_CD45_neg_PDL1_pos_A12_S396_comb,12.472144,2.589612
cy79_p5_CD45_neg_PDL1_pos_H10_S766_comb,12.4478655,2.683343
cy80_CD45_neg_D01_S901_comb,12.137777,5.6422815
CY89NEG_D05_S41_comb,13.882156,4.7964954
cy80_CD45_neg_C02_S890_comb,12.428876,6.37638
CY88_3_D09_S621_comb,12.605728,5.2393045
cy78_CD45_neg_1_D01_S517_comb,14.789242,7.1017737
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_B04_S16_comb,11.396496,1.244603
cy78_CD45_neg_3_B01_S685_comb,14.17845,7.274179
cy80_CD45_neg_E10_S922_comb,11.910317,6.769868
cy79_p4_CD45_neg_PDL1_neg_H04_S1144_comb,13.32229,4.7884984
cy79_p4_CD45_neg_PDL1_neg_C02_S1082_comb,12.115395,2.6337273
cy78_CD45_neg_1_B11_S503_comb,14.795317,7.4354086
CY88_3_A07_S583_comb,13.728571,5.8958025
cy79_p4_CD45_neg_PDL1_pos_C11_S419_comb,11.885373,3.7637887
CY88_5_C02_S698_comb,12.699205,5.694917
cy79_p4_CD45_neg_PDL1_neg_G03_S1131_comb,12.701835,3.2646847
cy78_CD45_neg_2_B10_S598_comb,15.11293,6.94581
Cy71_CD45_F01_S541_comb,11.930777,8.813158
cy79_p4_CD45_neg_PDL1_neg_F07_S1123_comb,11.432571,2.4752636
cy79_p4_CD45_neg_PDL1_neg_C09_S1089_comb,12.934854,3.1741922
cy79_p5_CD45_neg_PDL1_neg_D10_S814_comb,11.577018,1.7208915
CY89NEG_F08_S68_comb,13.958467,4.8818707
CY89CORE11_D05_S137_comb,13.808602,5.046154
cy78_CD45_neg_1_B06_S498_comb,15.220643,6.900414
CY88_3_A02_S578_comb,12.858147,5.6212835
cy81_Bulk_CD45_neg_G04_S172_comb,8.30027,5.563641
Cy81_Bulk_CD45_B04_S112_comb,8.337983,6.1424756
cy79_p5_CD45_neg_PDL1_neg_F08_S836_comb,11.242357,4.568484
cy79_p3_CD45_neg_PDL1_neg_E01_S241_comb,12.795854,3.1674833
CY89CORE11_A03_S99_comb,14.278802,4.670205
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_D08_S332_comb,11.007434,3.688741
cy78_CD45_neg_1_H03_S567_comb,14.611952,7.29256
cy79_p4_CD45_neg_PDL1_neg_D11_S1103_comb,11.791021,2.9964492
Cy71_CD45_G05_S557_comb,11.577798,8.950409
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_F03_S351_comb,12.934789,4.382123
cy79_p3_CD45_neg_PDL1_neg_C10_S226_comb,12.500548,1.4197279
CY89NEG_A07_S7_comb,14.126862,4.9805417
cy79_p4_CD45_neg_PDL1_neg_F09_S1125_comb,10.693546,7.530158
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_C05_S125_comb,12.629412,1.9212508
cy78_CD45_neg_3_E07_S727_comb,14.315823,7.3895855
cy79_p5_CD45_neg_PDL1_pos_G07_S751_comb,11.090566,4.2945275
cy79_p3_CD45_neg_PDL1_neg_C09_S225_comb,10.872869,3.704391
cy78_CD45_neg_1_G12_S564_comb,14.489503,8.135637
cy84_Primary_CD45_neg_E05_S1013_comb,14.175034,5.4197893
cy81_Bulk_CD45_neg_G07_S175_comb,9.641941,5.29758
cy79_p3_CD45_neg_PDL1_neg_B09_S213_comb,12.781861,3.0540712
cy78_CD45_neg_3_H02_S758_comb,14.453284,8.078415
cy78_CD45_neg_3_F09_S741_comb,14.345129,8.259685
cy79_p3_CD45_neg_PDL1_neg_H02_S278_comb,11.63295,1.8552946
cy79_p5_CD45_neg_PDL1_pos_G04_S748_comb,12.384142,2.0786088
cy79_p4_CD45_neg_PDL1_pos_B06_S402_comb,11.350313,3.80396
cy79_p3_CD45_neg_PDL1_neg_C02_S218_comb,12.120697,3.9573627
Cy81_FNA_CD45_F03_S351_comb,8.814678,6.730519
CY89FNAQ2_G05_S461_comb,13.337207,4.7335367
cy79_p5_CD45_neg_PDL1_pos_F05_S737_comb,12.17755,4.1991568
cy60_1_cd_45_neg_3_F09_S549_comb,15.292196,7.3735557
CY88_3_B08_S596_comb,13.676582,6.7227206
cy79_p4_CD45_neg_PDL1_neg_A11_S1067_comb,13.42045,2.5043378
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_E05_S53_comb,13.405639,3.774994
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_E01_S145_comb,12.730428,3.9898343
CY89NEG_B01_S13_comb,14.003941,4.5902576
cy79_p4_CD45_neg_PDL1_neg_G06_S1134_comb,13.636154,2.7879934
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_A11_S11_comb,11.8729105,2.6180015
CY88_3_G03_S651_comb,13.394964,5.90215
CY89FNAQ2_C06_S414_comb,13.004044,5.633609
Cy81_Bulk_CD45_B05_S113_comb,8.995325,6.1775036
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_G05_S77_comb,12.3068905,1.2952563
CY88_3_H08_S668_comb,13.414886,5.6160097
Cy71_CD45_F07_S547_comb,12.318607,9.491112
cy80_CD45_neg_C03_S891_comb,11.666554,6.790059
CY89CORE11_B08_S116_comb,14.326438,5.265067
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_G11_S83_comb,12.104286,1.5929106
cy78_CD45_neg_1_A11_S491_comb,14.57721,7.413222
cy79_p5_CD45_neg_PDL1_pos_B09_S693_comb,13.176877,3.39747
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_G06_S366_comb,12.668662,3.4516494
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_G01_S361_comb,12.010847,3.1465592
CY88_5_A05_S677_comb,13.695345,6.246242
CY89CORE11_E12_S156_comb,13.638775,4.7881184
cy79_p5_CD45_neg_PDL1_neg_D05_S809_comb,11.660996,0.87396663
cy79_p5_CD45_neg_PDL1_neg_C04_S796_comb,12.044647,2.3692527
cy82_CD45_pos_2_E02_S530_comb,14.8867,2.9748197
cy82_CD45_pos_2_G05_S557_comb,14.745194,2.8522701
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_F10_S70_comb,11.602031,1.2435794
Cy80_II_CD45_C02_S890_comb,11.960984,6.9371877
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_F02_S62_comb,11.606931,1.1520056
Cy80_II_CD45_F01_S925_comb,11.395565,6.933934
cy79_p4_CD45_neg_PDL1_neg_G12_S1140_comb,12.929846,2.4468012
CY88_3_B09_S597_comb,13.080616,5.419416
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_E02_S50_comb,13.136411,2.1029823
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_C12_S132_comb,11.388629,1.1266115
CY88_5_C01_S697_comb,12.151705,5.147553
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_A06_S6_comb,12.942257,1.9622549
CY89FNAQ2_D06_S426_comb,11.842112,4.7131553
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_B05_S113_comb,11.600447,1.0026504
Cy80_II_CD45_E01_S913_comb,11.67852,6.84218
CY89NEG_G08_S80_comb,13.377561,4.8859863
cy53_1_CD45_neg_A12_S300_comb,8.412298,6.8800163
Cy81_FNA_CD45_B02_S302_comb,8.501387,6.5457525
cy78_CD45_neg_2_C07_S607_comb,15.060758,7.4840937
cy60_1_cd_45_neg_1_D11_S239_comb,12.826161,5.2646756
CY88_3_E02_S626_comb,13.075817,5.5240226
CY88_3_A12_S588_comb,13.12489,5.291476
cy80_CD45_neg_F01_S925_comb,11.85404,6.399965
cy81_Bulk_CD45_neg_G06_S174_comb,8.152979,5.681305
cy79_p4_CD45_neg_PDL1_pos_G04_S460_comb,13.42017,3.5508728
cy79_p3_CD45_neg_PDL1_neg_B07_S211_comb,11.477103,2.484699
CY88_5_G02_S746_comb,13.935144,6.4327455
cy79_p5_CD45_neg_PDL1_pos_F10_S742_comb,12.663909,3.3743622
cy80_CD45_neg_D02_S902_comb,11.98158,6.208489
CY89CORE11_F10_S166_comb,14.023801,4.9363647
cy79_p4_CD45_neg_PDL1_pos_B03_S399_comb,12.844483,1.9758778
cy78_CD45_neg_1_C01_S505_comb,14.0022135,7.303774
cy80_CD45_neg_B08_S884_comb,12.190301,6.3206925
cy78_CD45_neg_2_A05_S581_comb,14.730488,7.72803
cy79_p5_CD45_neg_PDL1_pos_D09_S717_comb,13.196953,2.7704902
cy79_p3_CD45_neg_PDL1_neg_F03_S255_comb,13.001966,2.4922109
CY89FNAQ2_G04_S460_comb,13.389916,5.0225086
cy80_CD45_neg_F08_S932_comb,11.50493,6.553581
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_A02_S98_comb,13.180264,3.4488583
Cy81_FNA_CD45_F07_S355_comb,7.8425198,6.6857553
CY88_3_G05_S653_comb,13.67157,5.825403
cy81_FNA_CD45_neg_E09_S1017_comb,8.26808,5.457087
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_G09_S177_comb,13.274504,2.2994337
Cy80_II_CD45_H11_S959_comb,11.615207,6.6013427
cy78_CD45_neg_1_H05_S569_comb,10.822408,4.517039
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_D02_S326_comb,12.328222,2.721244
Cy81_FNA_CD45_E04_S340_comb,8.858594,6.5076666
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_C04_S124_comb,11.571411,3.9711409
cy79_p5_CD45_neg_PDL1_pos_C04_S700_comb,13.207064,2.4996352
cy82_CD45_pos_1_B11_S503_comb,14.881068,2.7667418
cy79_p4_CD45_neg_PDL1_pos_D09_S429_comb,12.467488,2.903876
cy78_CD45_neg_3_E06_S726_comb,14.056127,7.58066
cy82_CD45_pos_1_D01_S517_comb,14.828135,2.609419
cy82_CD45_neg_3_A11_S779_comb,14.462738,3.3295283
CY89NEG_A10_S10_comb,14.358995,4.8497005
cy79_p4_CD45_neg_PDL1_pos_H05_S473_comb,12.727322,2.019177
Cy81_FNA_CD45_H09_S381_comb,8.173595,5.989028
CY88_3_E07_S631_comb,13.223873,5.687877
cy80_CD45_neg_E05_S917_comb,11.95854,6.534308
Cy80_II_CD45_A01_S865_comb,11.668475,7.1117883
CY89NEG_A12_S12_comb,12.993893,4.4479647
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_B03_S111_comb,10.950355,7.6191835
cy79_p3_CD45_neg_PDL1_neg_G12_S276_comb,12.585537,2.029438
cy79_p4_CD45_neg_PDL1_pos_C06_S414_comb,12.159647,3.507886
Cy81_Bulk_CD45_F12_S168_comb,8.056878,6.54972
cy81_Bulk_CD45_neg_H12_S192_comb,9.108002,5.291313
CY88_3_A08_S584_comb,12.901584,5.462561
cy81_FNA_CD45_neg_D01_S997_comb,10.645119,4.4103274
cy79_p5_CD45_neg_PDL1_pos_H09_S765_comb,11.574554,3.2245893
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_E03_S339_comb,12.738665,3.3058627
Cy71_CD45_E06_S534_comb,11.211043,8.665989
cy79_p4_CD45_neg_PDL1_neg_C08_S1088_comb,12.195759,2.2775712
cy79_p5_CD45_neg_PDL1_neg_A09_S777_comb,12.00191,2.945731
CY88_3_C06_S606_comb,13.135874,5.816585
cy79_p3_CD45_neg_PDL1_neg_C03_S219_comb,11.241716,4.408957
cy81_FNA_CD45_neg_D03_S999_comb,8.142498,5.66957
cy81_FNA_CD45_neg_E06_S1014_comb,7.8251834,5.764244
CY88_3_F11_S647_comb,13.089858,5.63919
CY89NEG_C10_S34_comb,14.638381,4.9122005
cy79_p4_CD45_neg_PDL1_pos_B07_S403_comb,13.471382,4.403931
cy81_FNA_CD45_neg_C11_S995_comb,7.743788,6.2613134
CY88_5_A06_S678_comb,13.700797,6.369989
cy80_CD45_neg_B03_S879_comb,12.383055,6.34536
cy78_CD45_neg_3_C04_S700_comb,15.386592,7.2372985
CY84_PRIM_POS_ALL_6_D06_S426_comb,12.0697,4.795777
cy79_p4_CD45_neg_PDL1_pos_A06_S390_comb,12.628105,3.4712405
cy79_p3_CD45_neg_PDL1_neg_H05_S281_comb,12.445874,2.1100543
Cy71_CD45_C12_S516_comb,11.051197,8.402768
cy79_p4_CD45_neg_PDL1_neg_H05_S1145_comb,13.002184,2.8367665
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_C06_S126_comb,13.021537,1.7919544
CY88_3_A11_S587_comb,13.91233,5.9102993
CY88_3_F10_S646_comb,13.410907,5.9955125
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_C09_S129_comb,12.104792,1.8899482
cy79_p4_CD45_neg_PDL1_neg_E09_S1113_comb,12.395979,3.9910307
CY88_3_G12_S660_comb,13.193863,6.895322
CY88_5_H04_S760_comb,13.346141,6.1548977
cy79_p3_CD45_neg_PDL1_neg_H01_S277_comb,12.6342125,3.4964397
CY89NEG_E03_S51_comb,13.588675,4.8770456
cy82_CD45_pos_2_F02_S542_comb,14.892076,3.1471474
CY88_3_G01_S649_comb,11.679186,4.468986
cy81_Bulk_CD45_neg_D01_S133_comb,8.4135475,6.486541
cy78_CD45_neg_1_C06_S510_comb,14.620135,7.1316504
Cy71_CD45_A06_S486_comb,11.051313,8.519866
cy79_p5_CD45_neg_PDL1_neg_G08_S848_comb,12.032511,2.8921971
Cy80_II_CD45_E11_S923_comb,11.607496,6.8759365
cy79_p4_CD45_neg_PDL1_pos_F04_S448_comb,13.023881,2.9186842
CY88_5_F03_S735_comb,13.952387,6.240007
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_C12_S324_comb,12.972626,3.2669897
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_A08_S104_comb,11.659397,0.9579749
Cy71_CD45_C09_S513_comb,12.027538,8.640843
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_G02_S74_comb,11.2497225,1.0981264
cy82_CD45_pos_2_D12_S528_comb,14.725491,3.1610618
cy79_p4_CD45_neg_PDL1_neg_D08_S1100_comb,11.639753,2.8498573
Cy71_CD45_E05_S533_comb,12.282442,8.628538
cy84_Primary_CD45_neg_A10_S970_comb,13.687744,5.611332
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_D03_S327_comb,11.933414,2.9792361
CY84_PRIM_POS_ALL_6_G01_S457_comb,13.019648,4.971883
cy82_CD45_pos_3_A12_S12_comb,14.779028,2.7199216
CY88_5_A03_S675_comb,12.277774,5.1544228
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_G07_S175_comb,12.207602,2.4526446
Cy81_Bulk_CD45_A08_S104_comb,8.649392,6.5284534
cy81_Bulk_CD45_neg_B02_S110_comb,8.801301,5.0799093
cy80_CD45_neg_A06_S870_comb,11.3871155,6.6824007
cy78_CD45_neg_3_G10_S754_comb,13.977157,7.8420563
cy79_p4_CD45_neg_PDL1_pos_B12_S408_comb,13.202821,3.058957
cy79_p4_CD45_neg_PDL1_pos_G09_S465_comb,11.753892,4.1665297
cy79_p3_CD45_neg_PDL1_neg_C01_S217_comb,13.160941,3.3503628
Cy71_CD45_H12_S576_comb,11.435028,8.315654
cy81_Bulk_CD45_neg_B04_S112_comb,8.721645,5.3657875
cy82_CD45_pos_3_H12_S96_comb,14.705701,2.916834
cy79_p5_CD45_neg_PDL1_neg_H11_S863_comb,13.650351,3.466336
cy80_CD45_pos_PD1_pos_D09_S141_comb,11.427088,4.630638
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_B12_S312_comb,13.179112,3.596539
cy78_CD45_neg_3_H04_S760_comb,13.392306,5.681014
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_G11_S371_comb,11.627487,4.0438423
CY88_5_F06_S738_comb,13.226223,6.6466737
CY88_5_H06_S762_comb,13.205475,6.9097977
cy79_p5_CD45_neg_PDL1_neg_D02_S806_comb,11.591487,2.268416
cy79_p5_CD45_neg_PDL1_neg_B07_S787_comb,12.228948,2.7038121
Cy80_II_CD45_E08_S920_comb,11.260426,6.8537498
cy78_CD45_neg_1_D04_S520_comb,14.913248,7.6025076
cy79_p4_CD45_neg_PDL1_pos_F01_S445_comb,13.219433,3.5970912
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_F08_S356_comb,11.676453,1.2321646
Cy81_FNA_CD45_H05_S377_comb,9.167597,6.56826
cy82_CD45_pos_1_H12_S576_comb,14.941941,2.826554
cy81_FNA_CD45_neg_D12_S1008_comb,8.224094,5.451673
cy79_p5_CD45_neg_PDL1_neg_A08_S776_comb,13.561912,3.5850089
cy79_p4_CD45_neg_PDL1_neg_B12_S1080_comb,11.973585,2.7073905
cy79_p4_CD45_neg_PDL1_neg_G02_S1130_comb,12.9242115,2.572923
cy79_p5_CD45_neg_PDL1_pos_C05_S701_comb,13.661656,4.3083935
Cy81_FNA_CD45_D12_S336_comb,8.838662,6.551849
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_G03_S363_comb,13.202142,5.006405
cy82_CD45_pos_3_A08_S8_comb,14.729709,2.8397
cy81_FNA_CD45_neg_E08_S1016_comb,7.8702807,5.954156
cy81_Bulk_CD45_neg_A07_S103_comb,10.696646,3.72678
cy79_p5_CD45_neg_PDL1_pos_E01_S721_comb,11.89993,1.2503971
CY88_3_F09_S645_comb,12.980938,5.7270823
cy78_CD45_neg_3_A11_S683_comb,14.902596,7.614081
cy94_cd45neg_cd90pos_D01_S325_comb,10.979022,4.583197
cy81_Bulk_CD45_neg_H07_S187_comb,8.700114,5.537593
CY88_5_A12_S684_comb,12.924896,6.9136257
cy82_CD45_pos_2_D03_S519_comb,14.808534,3.0842063
cy79_p4_CD45_neg_PDL1_neg_A10_S1066_comb,12.318475,1.868317
cy78_CD45_neg_2_B05_S593_comb,14.75176,7.7715406
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_F08_S164_comb,12.584648,1.2981595
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_H04_S184_comb,11.0671015,7.4297485
cy79_p4_CD45_neg_PDL1_pos_G10_S466_comb,11.490443,2.8290143
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_C09_S321_comb,11.301087,2.8742046
Cy71_CD45_A07_S487_comb,11.901628,8.2846155
Cy71_CD45_G11_S563_comb,10.976794,8.411782
cy79_p4_CD45_neg_PDL1_pos_F10_S454_comb,12.691617,2.8047397
CY88_3_G10_S658_comb,13.271625,6.2242928
cy81_FNA_CD45_neg_E01_S1009_comb,7.9421415,5.784912
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_C03_S123_comb,13.319693,2.3877816
cy79_p5_CD45_neg_PDL1_pos_G06_S750_comb,12.067349,2.582374
cy81_FNA_CD45_neg_F01_S1021_comb,8.445891,5.3131514
CY88_3_D11_S623_comb,12.076091,5.453282
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_F12_S168_comb,12.346721,1.6504941
cy79_p5_CD45_neg_PDL1_pos_C02_S698_comb,11.630558,2.2655637
cy79_p4_CD45_neg_PDL1_neg_A02_S1058_comb,12.345694,3.705377
cy79_p5_CD45_neg_PDL1_pos_D07_S715_comb,11.438256,2.6125166
cy81_FNA_CD45_neg_H02_S1046_comb,8.306416,5.5683255
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_B01_S109_comb,11.23301,0.8781013
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_D08_S140_comb,11.615833,1.7664218
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_D10_S142_comb,13.460229,2.2968092
cy81_FNA_CD45_neg_B03_S975_comb,8.485054,5.1735044
cy81_Bulk_CD45_neg_H02_S182_comb,8.094684,6.1301713
cy80_CD45_neg_A10_S874_comb,12.2688465,6.273725
CY88_3_H04_S664_comb,13.583585,6.476579
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_B06_S114_comb,12.645837,1.4274732
cy79_p5_CD45_neg_PDL1_neg_E04_S820_comb,12.393605,1.7900531
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_G10_S370_comb,12.212782,3.418522
cy78_CD45_neg_3_B10_S694_comb,14.182473,6.7951636
cy53_1_CD45_neg_F07_S355_comb,9.642307,7.699393
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_B06_S18_comb,12.605253,1.6665694
Cy81_Bulk_CD45_F05_S161_comb,8.8544,5.868037
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_C08_S320_comb,11.81819,3.1755302
CY88_5_B02_S686_comb,13.349448,6.9334826
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_F09_S357_comb,12.6680355,3.1012025
cy60_1_cd_45_neg_1_C08_S224_comb,13.774423,5.894345
cy78_CD45_neg_3_G08_S752_comb,14.389363,7.365719
cy81_FNA_CD45_neg_E10_S1018_comb,7.8089967,5.702763
cy78_CD45_neg_1_C05_S509_comb,14.5975895,7.4925222
cy79_p4_CD45_neg_PDL1_pos_G02_S458_comb,13.568093,3.1086833
Cy81_Bulk_CD45_D08_S140_comb,8.776815,5.5727186
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_G12_S84_comb,12.43576,1.6848693
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_E12_S348_comb,12.520547,3.373273
cy78_CD45_neg_3_D11_S719_comb,12.88363,6.853458
CY88_3_F06_S642_comb,13.855056,5.7850657
cy79_p5_CD45_neg_PDL1_pos_B08_S692_comb,13.51169,4.4255223
cy79_p3_CD45_neg_PDL1_neg_H07_S283_comb,11.6234455,3.5372736
Cy81_FNA_CD45_B04_S304_comb,8.738724,6.662215
cy78_CD45_neg_3_B05_S689_comb,14.155545,7.323692
CY88_3_D05_S617_comb,12.730702,5.640939
Cy80_II_CD45_H12_S960_comb,11.390544,6.458605
CY88_5_A07_S679_comb,13.89936,6.305165
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_D07_S43_comb,12.086793,1.4945353
cy78_CD45_neg_3_G03_S747_comb,13.793373,7.2547383
cy81_FNA_CD45_neg_H10_S1054_comb,7.7421126,6.137916
cy79_p4_CD45_neg_PDL1_neg_H07_S1147_comb,12.211246,2.6114461
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_C10_S322_comb,12.432638,3.791821
cy79_p5_CD45_neg_PDL1_pos_F03_S735_comb,13.226584,4.87417
CY88_5_A09_S681_comb,13.155944,6.2651157
cy79_p5_CD45_neg_PDL1_pos_B12_S696_comb,11.3723955,2.0635262
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_D11_S47_comb,11.287304,1.0868744
